module,source_image,aug_image,source_label,aug_label,object_count
RandomBrightnessContrast,img_4class_3970.jpg,img_4class_3970_aug_RandomBrightnessContrast_00383.jpg,img_4class_3970.txt,img_4class_3970_aug_RandomBrightnessContrast_00383.txt,12
RandomBrightnessContrast,img_4class_609.jpg,img_4class_609_aug_RandomBrightnessContrast_00384.jpg,img_4class_609.txt,img_4class_609_aug_RandomBrightnessContrast_00384.txt,3
RandomBrightnessContrast,img_4class_507.png,img_4class_507_aug_RandomBrightnessContrast_00385.jpg,img_4class_507.txt,img_4class_507_aug_RandomBrightnessContrast_00385.txt,2
RandomBrightnessContrast,img_4class_5073.png,img_4class_5073_aug_RandomBrightnessContrast_00386.jpg,img_4class_5073.txt,img_4class_5073_aug_RandomBrightnessContrast_00386.txt,8
RandomBrightnessContrast,img_4class_2974.jpg,img_4class_2974_aug_RandomBrightnessContrast_00387.jpg,img_4class_2974.txt,img_4class_2974_aug_RandomBrightnessContrast_00387.txt,8
RandomBrightnessContrast,img_4class_686.png,img_4class_686_aug_RandomBrightnessContrast_00388.jpg,img_4class_686.txt,img_4class_686_aug_RandomBrightnessContrast_00388.txt,5
RandomBrightnessContrast,img_4class_254.jpg,img_4class_254_aug_RandomBrightnessContrast_00389.jpg,img_4class_254.txt,img_4class_254_aug_RandomBrightnessContrast_00389.txt,4
RandomBrightnessContrast,img_4class_1784.jpg,img_4class_1784_aug_RandomBrightnessContrast_00390.jpg,img_4class_1784.txt,img_4class_1784_aug_RandomBrightnessContrast_00390.txt,5
RandomBrightnessContrast,img_4class_3630.jpg,img_4class_3630_aug_RandomBrightnessContrast_00391.jpg,img_4class_3630.txt,img_4class_3630_aug_RandomBrightnessContrast_00391.txt,16
RandomBrightnessContrast,img_4class_4086.png,img_4class_4086_aug_RandomBrightnessContrast_00392.jpg,img_4class_4086.txt,img_4class_4086_aug_RandomBrightnessContrast_00392.txt,3
RandomBrightnessContrast,img_4class_1864.jpg,img_4class_1864_aug_RandomBrightnessContrast_00393.jpg,img_4class_1864.txt,img_4class_1864_aug_RandomBrightnessContrast_00393.txt,5
RandomBrightnessContrast,img_4class_3178.jpg,img_4class_3178_aug_RandomBrightnessContrast_00394.jpg,img_4class_3178.txt,img_4class_3178_aug_RandomBrightnessContrast_00394.txt,5
RandomBrightnessContrast,img_4class_3864.jpg,img_4class_3864_aug_RandomBrightnessContrast_00395.jpg,img_4class_3864.txt,img_4class_3864_aug_RandomBrightnessContrast_00395.txt,11
RandomBrightnessContrast,img_4class_308.png,img_4class_308_aug_RandomBrightnessContrast_00396.jpg,img_4class_308.txt,img_4class_308_aug_RandomBrightnessContrast_00396.txt,2
RandomBrightnessContrast,img_4class_2834.jpg,img_4class_2834_aug_RandomBrightnessContrast_00397.jpg,img_4class_2834.txt,img_4class_2834_aug_RandomBrightnessContrast_00397.txt,3
RandomBrightnessContrast,img_4class_2346.jpg,img_4class_2346_aug_RandomBrightnessContrast_00398.jpg,img_4class_2346.txt,img_4class_2346_aug_RandomBrightnessContrast_00398.txt,2
RandomBrightnessContrast,img_4class_122.jpg,img_4class_122_aug_RandomBrightnessContrast_00399.jpg,img_4class_122.txt,img_4class_122_aug_RandomBrightnessContrast_00399.txt,3
RandomBrightnessContrast,img_4class_1416.jpg,img_4class_1416_aug_RandomBrightnessContrast_00400.jpg,img_4class_1416.txt,img_4class_1416_aug_RandomBrightnessContrast_00400.txt,1
RandomBrightnessContrast,img_4class_3274.jpg,img_4class_3274_aug_RandomBrightnessContrast_00401.jpg,img_4class_3274.txt,img_4class_3274_aug_RandomBrightnessContrast_00401.txt,7
RandomBrightnessContrast,img_4class_700.jpg,img_4class_700_aug_RandomBrightnessContrast_00402.jpg,img_4class_700.txt,img_4class_700_aug_RandomBrightnessContrast_00402.txt,2
RandomBrightnessContrast,img_4class_1668.jpg,img_4class_1668_aug_RandomBrightnessContrast_00403.jpg,img_4class_1668.txt,img_4class_1668_aug_RandomBrightnessContrast_00403.txt,3
RandomBrightnessContrast,img_4class_5194.png,img_4class_5194_aug_RandomBrightnessContrast_00404.jpg,img_4class_5194.txt,img_4class_5194_aug_RandomBrightnessContrast_00404.txt,9
RandomBrightnessContrast,img_4class_4824.png,img_4class_4824_aug_RandomBrightnessContrast_00405.jpg,img_4class_4824.txt,img_4class_4824_aug_RandomBrightnessContrast_00405.txt,1
RandomBrightnessContrast,img_4class_2783.png,img_4class_2783_aug_RandomBrightnessContrast_00406.jpg,img_4class_2783.txt,img_4class_2783_aug_RandomBrightnessContrast_00406.txt,2
RandomBrightnessContrast,img_4class_455.jpg,img_4class_455_aug_RandomBrightnessContrast_00407.jpg,img_4class_455.txt,img_4class_455_aug_RandomBrightnessContrast_00407.txt,3
RandomBrightnessContrast,img_4class_88.png,img_4class_88_aug_RandomBrightnessContrast_00408.jpg,img_4class_88.txt,img_4class_88_aug_RandomBrightnessContrast_00408.txt,1
RandomBrightnessContrast,img_4class_4694.png,img_4class_4694_aug_RandomBrightnessContrast_00409.jpg,img_4class_4694.txt,img_4class_4694_aug_RandomBrightnessContrast_00409.txt,20
RandomBrightnessContrast,img_4class_3267.jpg,img_4class_3267_aug_RandomBrightnessContrast_00410.jpg,img_4class_3267.txt,img_4class_3267_aug_RandomBrightnessContrast_00410.txt,2
RandomBrightnessContrast,img_4class_2347.png,img_4class_2347_aug_RandomBrightnessContrast_00411.jpg,img_4class_2347.txt,img_4class_2347_aug_RandomBrightnessContrast_00411.txt,6
RandomBrightnessContrast,img_4class_1049.jpg,img_4class_1049_aug_RandomBrightnessContrast_00412.jpg,img_4class_1049.txt,img_4class_1049_aug_RandomBrightnessContrast_00412.txt,2
RandomBrightnessContrast,img_4class_1981.png,img_4class_1981_aug_RandomBrightnessContrast_00413.jpg,img_4class_1981.txt,img_4class_1981_aug_RandomBrightnessContrast_00413.txt,2
RandomBrightnessContrast,img_4class_4912.png,img_4class_4912_aug_RandomBrightnessContrast_00414.jpg,img_4class_4912.txt,img_4class_4912_aug_RandomBrightnessContrast_00414.txt,4
RandomBrightnessContrast,img_4class_302.jpg,img_4class_302_aug_RandomBrightnessContrast_00415.jpg,img_4class_302.txt,img_4class_302_aug_RandomBrightnessContrast_00415.txt,3
RandomBrightnessContrast,img_4class_26.jpg,img_4class_26_aug_RandomBrightnessContrast_00416.jpg,img_4class_26.txt,img_4class_26_aug_RandomBrightnessContrast_00416.txt,7
RandomBrightnessContrast,img_4class_605.jpg,img_4class_605_aug_RandomBrightnessContrast_00417.jpg,img_4class_605.txt,img_4class_605_aug_RandomBrightnessContrast_00417.txt,1
RandomBrightnessContrast,img_4class_1455.jpg,img_4class_1455_aug_RandomBrightnessContrast_00418.jpg,img_4class_1455.txt,img_4class_1455_aug_RandomBrightnessContrast_00418.txt,2
RandomBrightnessContrast,img_4class_3313.jpg,img_4class_3313_aug_RandomBrightnessContrast_00419.jpg,img_4class_3313.txt,img_4class_3313_aug_RandomBrightnessContrast_00419.txt,2
RandomBrightnessContrast,img_4class_2108.jpg,img_4class_2108_aug_RandomBrightnessContrast_00420.jpg,img_4class_2108.txt,img_4class_2108_aug_RandomBrightnessContrast_00420.txt,2
RandomBrightnessContrast,img_4class_526.png,img_4class_526_aug_RandomBrightnessContrast_00421.jpg,img_4class_526.txt,img_4class_526_aug_RandomBrightnessContrast_00421.txt,1
RandomBrightnessContrast,img_4class_2226.png,img_4class_2226_aug_RandomBrightnessContrast_00422.jpg,img_4class_2226.txt,img_4class_2226_aug_RandomBrightnessContrast_00422.txt,2
RandomBrightnessContrast,img_4class_606.jpg,img_4class_606_aug_RandomBrightnessContrast_00423.jpg,img_4class_606.txt,img_4class_606_aug_RandomBrightnessContrast_00423.txt,3
RandomBrightnessContrast,img_4class_3921.jpg,img_4class_3921_aug_RandomBrightnessContrast_00424.jpg,img_4class_3921.txt,img_4class_3921_aug_RandomBrightnessContrast_00424.txt,6
RandomBrightnessContrast,img_4class_5076.png,img_4class_5076_aug_RandomBrightnessContrast_00425.jpg,img_4class_5076.txt,img_4class_5076_aug_RandomBrightnessContrast_00425.txt,2
RandomBrightnessContrast,img_4class_977.png,img_4class_977_aug_RandomBrightnessContrast_00426.jpg,img_4class_977.txt,img_4class_977_aug_RandomBrightnessContrast_00426.txt,8
RandomBrightnessContrast,img_4class_4929.png,img_4class_4929_aug_RandomBrightnessContrast_00427.jpg,img_4class_4929.txt,img_4class_4929_aug_RandomBrightnessContrast_00427.txt,4
RandomBrightnessContrast,img_4class_5105.png,img_4class_5105_aug_RandomBrightnessContrast_00428.jpg,img_4class_5105.txt,img_4class_5105_aug_RandomBrightnessContrast_00428.txt,1
RandomBrightnessContrast,img_4class_245.jpg,img_4class_245_aug_RandomBrightnessContrast_00429.jpg,img_4class_245.txt,img_4class_245_aug_RandomBrightnessContrast_00429.txt,3
RandomBrightnessContrast,img_4class_698.jpg,img_4class_698_aug_RandomBrightnessContrast_00430.jpg,img_4class_698.txt,img_4class_698_aug_RandomBrightnessContrast_00430.txt,8
RandomBrightnessContrast,img_4class_5146.png,img_4class_5146_aug_RandomBrightnessContrast_00431.jpg,img_4class_5146.txt,img_4class_5146_aug_RandomBrightnessContrast_00431.txt,6
RandomBrightnessContrast,img_4class_3405.jpg,img_4class_3405_aug_RandomBrightnessContrast_00432.jpg,img_4class_3405.txt,img_4class_3405_aug_RandomBrightnessContrast_00432.txt,5
RandomBrightnessContrast,img_4class_3296.jpg,img_4class_3296_aug_RandomBrightnessContrast_00433.jpg,img_4class_3296.txt,img_4class_3296_aug_RandomBrightnessContrast_00433.txt,5
RandomBrightnessContrast,img_4class_3574.jpg,img_4class_3574_aug_RandomBrightnessContrast_00434.jpg,img_4class_3574.txt,img_4class_3574_aug_RandomBrightnessContrast_00434.txt,2
RandomBrightnessContrast,img_4class_788.png,img_4class_788_aug_RandomBrightnessContrast_00435.jpg,img_4class_788.txt,img_4class_788_aug_RandomBrightnessContrast_00435.txt,1
RandomBrightnessContrast,img_4class_3222.jpg,img_4class_3222_aug_RandomBrightnessContrast_00436.jpg,img_4class_3222.txt,img_4class_3222_aug_RandomBrightnessContrast_00436.txt,2
RandomBrightnessContrast,img_4class_3551.jpg,img_4class_3551_aug_RandomBrightnessContrast_00437.jpg,img_4class_3551.txt,img_4class_3551_aug_RandomBrightnessContrast_00437.txt,2
RandomBrightnessContrast,img_4class_5050.png,img_4class_5050_aug_RandomBrightnessContrast_00438.jpg,img_4class_5050.txt,img_4class_5050_aug_RandomBrightnessContrast_00438.txt,1
RandomBrightnessContrast,img_4class_1712.jpg,img_4class_1712_aug_RandomBrightnessContrast_00439.jpg,img_4class_1712.txt,img_4class_1712_aug_RandomBrightnessContrast_00439.txt,2
RandomBrightnessContrast,img_4class_3648.jpg,img_4class_3648_aug_RandomBrightnessContrast_00440.jpg,img_4class_3648.txt,img_4class_3648_aug_RandomBrightnessContrast_00440.txt,2
RandomBrightnessContrast,img_4class_3173.jpg,img_4class_3173_aug_RandomBrightnessContrast_00441.jpg,img_4class_3173.txt,img_4class_3173_aug_RandomBrightnessContrast_00441.txt,4
RandomBrightnessContrast,img_4class_3524.png,img_4class_3524_aug_RandomBrightnessContrast_00442.jpg,img_4class_3524.txt,img_4class_3524_aug_RandomBrightnessContrast_00442.txt,1
RandomBrightnessContrast,img_4class_4094.png,img_4class_4094_aug_RandomBrightnessContrast_00443.jpg,img_4class_4094.txt,img_4class_4094_aug_RandomBrightnessContrast_00443.txt,12
RandomBrightnessContrast,img_4class_3944.png,img_4class_3944_aug_RandomBrightnessContrast_00444.jpg,img_4class_3944.txt,img_4class_3944_aug_RandomBrightnessContrast_00444.txt,2
RandomBrightnessContrast,img_4class_1745.png,img_4class_1745_aug_RandomBrightnessContrast_00445.jpg,img_4class_1745.txt,img_4class_1745_aug_RandomBrightnessContrast_00445.txt,9
RandomBrightnessContrast,img_4class_2267.jpg,img_4class_2267_aug_RandomBrightnessContrast_00446.jpg,img_4class_2267.txt,img_4class_2267_aug_RandomBrightnessContrast_00446.txt,3
RandomBrightnessContrast,img_4class_2375.png,img_4class_2375_aug_RandomBrightnessContrast_00447.jpg,img_4class_2375.txt,img_4class_2375_aug_RandomBrightnessContrast_00447.txt,2
RandomBrightnessContrast,img_4class_3143.png,img_4class_3143_aug_RandomBrightnessContrast_00448.jpg,img_4class_3143.txt,img_4class_3143_aug_RandomBrightnessContrast_00448.txt,2
RandomBrightnessContrast,img_4class_4541.png,img_4class_4541_aug_RandomBrightnessContrast_00449.jpg,img_4class_4541.txt,img_4class_4541_aug_RandomBrightnessContrast_00449.txt,8
RandomBrightnessContrast,img_4class_2391.jpg,img_4class_2391_aug_RandomBrightnessContrast_00450.jpg,img_4class_2391.txt,img_4class_2391_aug_RandomBrightnessContrast_00450.txt,3
RandomBrightnessContrast,img_4class_2976.png,img_4class_2976_aug_RandomBrightnessContrast_00451.jpg,img_4class_2976.txt,img_4class_2976_aug_RandomBrightnessContrast_00451.txt,3
RandomBrightnessContrast,img_4class_1595.png,img_4class_1595_aug_RandomBrightnessContrast_00452.jpg,img_4class_1595.txt,img_4class_1595_aug_RandomBrightnessContrast_00452.txt,3
RandomBrightnessContrast,img_4class_4828.png,img_4class_4828_aug_RandomBrightnessContrast_00453.jpg,img_4class_4828.txt,img_4class_4828_aug_RandomBrightnessContrast_00453.txt,2
RandomBrightnessContrast,img_4class_4766.png,img_4class_4766_aug_RandomBrightnessContrast_00454.jpg,img_4class_4766.txt,img_4class_4766_aug_RandomBrightnessContrast_00454.txt,4
RandomBrightnessContrast,img_4class_4049.png,img_4class_4049_aug_RandomBrightnessContrast_00455.jpg,img_4class_4049.txt,img_4class_4049_aug_RandomBrightnessContrast_00455.txt,1
RandomBrightnessContrast,img_4class_616.jpg,img_4class_616_aug_RandomBrightnessContrast_00456.jpg,img_4class_616.txt,img_4class_616_aug_RandomBrightnessContrast_00456.txt,3
RandomBrightnessContrast,img_4class_4836.png,img_4class_4836_aug_RandomBrightnessContrast_00457.jpg,img_4class_4836.txt,img_4class_4836_aug_RandomBrightnessContrast_00457.txt,3
RandomBrightnessContrast,img_4class_1574.png,img_4class_1574_aug_RandomBrightnessContrast_00458.jpg,img_4class_1574.txt,img_4class_1574_aug_RandomBrightnessContrast_00458.txt,1
RandomBrightnessContrast,img_4class_2905.jpg,img_4class_2905_aug_RandomBrightnessContrast_00459.jpg,img_4class_2905.txt,img_4class_2905_aug_RandomBrightnessContrast_00459.txt,17
RandomBrightnessContrast,img_4class_4872.png,img_4class_4872_aug_RandomBrightnessContrast_00460.jpg,img_4class_4872.txt,img_4class_4872_aug_RandomBrightnessContrast_00460.txt,2
RandomBrightnessContrast,img_4class_4603.png,img_4class_4603_aug_RandomBrightnessContrast_00461.jpg,img_4class_4603.txt,img_4class_4603_aug_RandomBrightnessContrast_00461.txt,6
RandomBrightnessContrast,img_4class_1171.png,img_4class_1171_aug_RandomBrightnessContrast_00462.jpg,img_4class_1171.txt,img_4class_1171_aug_RandomBrightnessContrast_00462.txt,2
RandomBrightnessContrast,img_4class_4521.png,img_4class_4521_aug_RandomBrightnessContrast_00463.jpg,img_4class_4521.txt,img_4class_4521_aug_RandomBrightnessContrast_00463.txt,2
RandomBrightnessContrast,img_4class_721.jpg,img_4class_721_aug_RandomBrightnessContrast_00464.jpg,img_4class_721.txt,img_4class_721_aug_RandomBrightnessContrast_00464.txt,7
RandomBrightnessContrast,img_4class_1052.jpg,img_4class_1052_aug_RandomBrightnessContrast_00465.jpg,img_4class_1052.txt,img_4class_1052_aug_RandomBrightnessContrast_00465.txt,5
RandomBrightnessContrast,img_4class_4245.png,img_4class_4245_aug_RandomBrightnessContrast_00466.jpg,img_4class_4245.txt,img_4class_4245_aug_RandomBrightnessContrast_00466.txt,17
RandomBrightnessContrast,img_4class_3759.jpg,img_4class_3759_aug_RandomBrightnessContrast_00467.jpg,img_4class_3759.txt,img_4class_3759_aug_RandomBrightnessContrast_00467.txt,9
RandomBrightnessContrast,img_4class_4607.png,img_4class_4607_aug_RandomBrightnessContrast_00468.jpg,img_4class_4607.txt,img_4class_4607_aug_RandomBrightnessContrast_00468.txt,6
RandomBrightnessContrast,img_4class_4863.png,img_4class_4863_aug_RandomBrightnessContrast_00469.jpg,img_4class_4863.txt,img_4class_4863_aug_RandomBrightnessContrast_00469.txt,2
RandomBrightnessContrast,img_4class_3039.jpg,img_4class_3039_aug_RandomBrightnessContrast_00470.jpg,img_4class_3039.txt,img_4class_3039_aug_RandomBrightnessContrast_00470.txt,16
RandomBrightnessContrast,img_4class_822.png,img_4class_822_aug_RandomBrightnessContrast_00471.jpg,img_4class_822.txt,img_4class_822_aug_RandomBrightnessContrast_00471.txt,5
RandomBrightnessContrast,img_4class_3028.jpg,img_4class_3028_aug_RandomBrightnessContrast_00472.jpg,img_4class_3028.txt,img_4class_3028_aug_RandomBrightnessContrast_00472.txt,9
RandomBrightnessContrast,img_4class_3536.png,img_4class_3536_aug_RandomBrightnessContrast_00473.jpg,img_4class_3536.txt,img_4class_3536_aug_RandomBrightnessContrast_00473.txt,6
RandomBrightnessContrast,img_4class_5015.png,img_4class_5015_aug_RandomBrightnessContrast_00474.jpg,img_4class_5015.txt,img_4class_5015_aug_RandomBrightnessContrast_00474.txt,1
RandomBrightnessContrast,img_4class_799.jpg,img_4class_799_aug_RandomBrightnessContrast_00475.jpg,img_4class_799.txt,img_4class_799_aug_RandomBrightnessContrast_00475.txt,1
RandomBrightnessContrast,img_4class_1258.jpg,img_4class_1258_aug_RandomBrightnessContrast_00476.jpg,img_4class_1258.txt,img_4class_1258_aug_RandomBrightnessContrast_00476.txt,3
RandomBrightnessContrast,img_4class_4598.png,img_4class_4598_aug_RandomBrightnessContrast_00477.jpg,img_4class_4598.txt,img_4class_4598_aug_RandomBrightnessContrast_00477.txt,3
RandomBrightnessContrast,img_4class_4097.png,img_4class_4097_aug_RandomBrightnessContrast_00478.jpg,img_4class_4097.txt,img_4class_4097_aug_RandomBrightnessContrast_00478.txt,8
RandomBrightnessContrast,img_4class_4734.png,img_4class_4734_aug_RandomBrightnessContrast_00479.jpg,img_4class_4734.txt,img_4class_4734_aug_RandomBrightnessContrast_00479.txt,4
RandomBrightnessContrast,img_4class_2502.png,img_4class_2502_aug_RandomBrightnessContrast_00480.jpg,img_4class_2502.txt,img_4class_2502_aug_RandomBrightnessContrast_00480.txt,4
RandomBrightnessContrast,img_4class_632.jpg,img_4class_632_aug_RandomBrightnessContrast_00481.jpg,img_4class_632.txt,img_4class_632_aug_RandomBrightnessContrast_00481.txt,1
RandomBrightnessContrast,img_4class_2173.jpg,img_4class_2173_aug_RandomBrightnessContrast_00482.jpg,img_4class_2173.txt,img_4class_2173_aug_RandomBrightnessContrast_00482.txt,3
RandomBrightnessContrast,img_4class_1242.png,img_4class_1242_aug_RandomBrightnessContrast_00483.jpg,img_4class_1242.txt,img_4class_1242_aug_RandomBrightnessContrast_00483.txt,6
RandomBrightnessContrast,img_4class_4644.png,img_4class_4644_aug_RandomBrightnessContrast_00484.jpg,img_4class_4644.txt,img_4class_4644_aug_RandomBrightnessContrast_00484.txt,3
RandomBrightnessContrast,img_4class_1244.png,img_4class_1244_aug_RandomBrightnessContrast_00485.jpg,img_4class_1244.txt,img_4class_1244_aug_RandomBrightnessContrast_00485.txt,4
RandomBrightnessContrast,img_4class_1776.jpg,img_4class_1776_aug_RandomBrightnessContrast_00486.jpg,img_4class_1776.txt,img_4class_1776_aug_RandomBrightnessContrast_00486.txt,4
RandomBrightnessContrast,img_4class_4944.png,img_4class_4944_aug_RandomBrightnessContrast_00487.jpg,img_4class_4944.txt,img_4class_4944_aug_RandomBrightnessContrast_00487.txt,3
RandomBrightnessContrast,img_4class_2244.jpg,img_4class_2244_aug_RandomBrightnessContrast_00488.jpg,img_4class_2244.txt,img_4class_2244_aug_RandomBrightnessContrast_00488.txt,1
RandomBrightnessContrast,img_4class_580.png,img_4class_580_aug_RandomBrightnessContrast_00489.jpg,img_4class_580.txt,img_4class_580_aug_RandomBrightnessContrast_00489.txt,7
RandomBrightnessContrast,img_4class_2659.png,img_4class_2659_aug_RandomBrightnessContrast_00490.jpg,img_4class_2659.txt,img_4class_2659_aug_RandomBrightnessContrast_00490.txt,3
RandomBrightnessContrast,img_4class_1455.jpg,img_4class_1455_aug_RandomBrightnessContrast_00491.jpg,img_4class_1455.txt,img_4class_1455_aug_RandomBrightnessContrast_00491.txt,2
RandomBrightnessContrast,img_4class_3414.jpg,img_4class_3414_aug_RandomBrightnessContrast_00492.jpg,img_4class_3414.txt,img_4class_3414_aug_RandomBrightnessContrast_00492.txt,2
RandomBrightnessContrast,img_4class_4508.png,img_4class_4508_aug_RandomBrightnessContrast_00493.jpg,img_4class_4508.txt,img_4class_4508_aug_RandomBrightnessContrast_00493.txt,2
RandomBrightnessContrast,img_4class_4016.png,img_4class_4016_aug_RandomBrightnessContrast_00494.jpg,img_4class_4016.txt,img_4class_4016_aug_RandomBrightnessContrast_00494.txt,3
RandomBrightnessContrast,img_4class_2948.png,img_4class_2948_aug_RandomBrightnessContrast_00495.jpg,img_4class_2948.txt,img_4class_2948_aug_RandomBrightnessContrast_00495.txt,2
RandomBrightnessContrast,img_4class_5188.png,img_4class_5188_aug_RandomBrightnessContrast_00496.jpg,img_4class_5188.txt,img_4class_5188_aug_RandomBrightnessContrast_00496.txt,10
RandomBrightnessContrast,img_4class_4012.jpg,img_4class_4012_aug_RandomBrightnessContrast_00497.jpg,img_4class_4012.txt,img_4class_4012_aug_RandomBrightnessContrast_00497.txt,2
RandomBrightnessContrast,img_4class_4108.png,img_4class_4108_aug_RandomBrightnessContrast_00498.jpg,img_4class_4108.txt,img_4class_4108_aug_RandomBrightnessContrast_00498.txt,8
RandomBrightnessContrast,img_4class_4508.png,img_4class_4508_aug_RandomBrightnessContrast_00499.jpg,img_4class_4508.txt,img_4class_4508_aug_RandomBrightnessContrast_00499.txt,2
RandomBrightnessContrast,img_4class_3583.jpg,img_4class_3583_aug_RandomBrightnessContrast_00500.jpg,img_4class_3583.txt,img_4class_3583_aug_RandomBrightnessContrast_00500.txt,5
RandomBrightnessContrast,img_4class_4883.png,img_4class_4883_aug_RandomBrightnessContrast_00501.jpg,img_4class_4883.txt,img_4class_4883_aug_RandomBrightnessContrast_00501.txt,1
RandomBrightnessContrast,img_4class_3343.png,img_4class_3343_aug_RandomBrightnessContrast_00502.jpg,img_4class_3343.txt,img_4class_3343_aug_RandomBrightnessContrast_00502.txt,2
RandomBrightnessContrast,img_4class_66.jpg,img_4class_66_aug_RandomBrightnessContrast_00503.jpg,img_4class_66.txt,img_4class_66_aug_RandomBrightnessContrast_00503.txt,1
RandomBrightnessContrast,img_4class_117.jpg,img_4class_117_aug_RandomBrightnessContrast_00504.jpg,img_4class_117.txt,img_4class_117_aug_RandomBrightnessContrast_00504.txt,6
RandomBrightnessContrast,img_4class_1471.png,img_4class_1471_aug_RandomBrightnessContrast_00505.jpg,img_4class_1471.txt,img_4class_1471_aug_RandomBrightnessContrast_00505.txt,4
RandomBrightnessContrast,img_4class_4227.png,img_4class_4227_aug_RandomBrightnessContrast_00506.jpg,img_4class_4227.txt,img_4class_4227_aug_RandomBrightnessContrast_00506.txt,1
RandomBrightnessContrast,img_4class_3075.jpg,img_4class_3075_aug_RandomBrightnessContrast_00507.jpg,img_4class_3075.txt,img_4class_3075_aug_RandomBrightnessContrast_00507.txt,7
RandomBrightnessContrast,img_4class_1633.png,img_4class_1633_aug_RandomBrightnessContrast_00508.jpg,img_4class_1633.txt,img_4class_1633_aug_RandomBrightnessContrast_00508.txt,3
RandomBrightnessContrast,img_4class_1360.jpg,img_4class_1360_aug_RandomBrightnessContrast_00509.jpg,img_4class_1360.txt,img_4class_1360_aug_RandomBrightnessContrast_00509.txt,1
RandomBrightnessContrast,img_4class_1277.jpg,img_4class_1277_aug_RandomBrightnessContrast_00510.jpg,img_4class_1277.txt,img_4class_1277_aug_RandomBrightnessContrast_00510.txt,3
RandomBrightnessContrast,img_4class_3296.jpg,img_4class_3296_aug_RandomBrightnessContrast_00511.jpg,img_4class_3296.txt,img_4class_3296_aug_RandomBrightnessContrast_00511.txt,5
RandomBrightnessContrast,img_4class_2837.png,img_4class_2837_aug_RandomBrightnessContrast_00512.jpg,img_4class_2837.txt,img_4class_2837_aug_RandomBrightnessContrast_00512.txt,5
RandomBrightnessContrast,img_4class_1178.jpg,img_4class_1178_aug_RandomBrightnessContrast_00513.jpg,img_4class_1178.txt,img_4class_1178_aug_RandomBrightnessContrast_00513.txt,3
RandomBrightnessContrast,img_4class_2388.jpg,img_4class_2388_aug_RandomBrightnessContrast_00514.jpg,img_4class_2388.txt,img_4class_2388_aug_RandomBrightnessContrast_00514.txt,2
RandomBrightnessContrast,img_4class_3216.jpg,img_4class_3216_aug_RandomBrightnessContrast_00515.jpg,img_4class_3216.txt,img_4class_3216_aug_RandomBrightnessContrast_00515.txt,4
RandomBrightnessContrast,img_4class_2157.png,img_4class_2157_aug_RandomBrightnessContrast_00516.jpg,img_4class_2157.txt,img_4class_2157_aug_RandomBrightnessContrast_00516.txt,3
RandomBrightnessContrast,img_4class_2045.jpg,img_4class_2045_aug_RandomBrightnessContrast_00517.jpg,img_4class_2045.txt,img_4class_2045_aug_RandomBrightnessContrast_00517.txt,2
RandomBrightnessContrast,img_4class_3012.jpg,img_4class_3012_aug_RandomBrightnessContrast_00518.jpg,img_4class_3012.txt,img_4class_3012_aug_RandomBrightnessContrast_00518.txt,2
RandomBrightnessContrast,img_4class_609.jpg,img_4class_609_aug_RandomBrightnessContrast_00519.jpg,img_4class_609.txt,img_4class_609_aug_RandomBrightnessContrast_00519.txt,3
RandomBrightnessContrast,img_4class_3379.jpg,img_4class_3379_aug_RandomBrightnessContrast_00520.jpg,img_4class_3379.txt,img_4class_3379_aug_RandomBrightnessContrast_00520.txt,3
RandomBrightnessContrast,img_4class_441.jpg,img_4class_441_aug_RandomBrightnessContrast_00521.jpg,img_4class_441.txt,img_4class_441_aug_RandomBrightnessContrast_00521.txt,1
RandomBrightnessContrast,img_4class_2524.png,img_4class_2524_aug_RandomBrightnessContrast_00522.jpg,img_4class_2524.txt,img_4class_2524_aug_RandomBrightnessContrast_00522.txt,1
RandomBrightnessContrast,img_4class_2046.jpg,img_4class_2046_aug_RandomBrightnessContrast_00523.jpg,img_4class_2046.txt,img_4class_2046_aug_RandomBrightnessContrast_00523.txt,2
RandomBrightnessContrast,img_4class_2492.png,img_4class_2492_aug_RandomBrightnessContrast_00524.jpg,img_4class_2492.txt,img_4class_2492_aug_RandomBrightnessContrast_00524.txt,3
RandomBrightnessContrast,img_4class_3871.jpg,img_4class_3871_aug_RandomBrightnessContrast_00525.jpg,img_4class_3871.txt,img_4class_3871_aug_RandomBrightnessContrast_00525.txt,2
RandomBrightnessContrast,img_4class_1994.jpg,img_4class_1994_aug_RandomBrightnessContrast_00526.jpg,img_4class_1994.txt,img_4class_1994_aug_RandomBrightnessContrast_00526.txt,3
RandomBrightnessContrast,img_4class_1230.png,img_4class_1230_aug_RandomBrightnessContrast_00527.jpg,img_4class_1230.txt,img_4class_1230_aug_RandomBrightnessContrast_00527.txt,2
RandomBrightnessContrast,img_4class_388.png,img_4class_388_aug_RandomBrightnessContrast_00528.jpg,img_4class_388.txt,img_4class_388_aug_RandomBrightnessContrast_00528.txt,3
RandomBrightnessContrast,img_4class_4473.png,img_4class_4473_aug_RandomBrightnessContrast_00529.jpg,img_4class_4473.txt,img_4class_4473_aug_RandomBrightnessContrast_00529.txt,2
RandomBrightnessContrast,img_4class_4667.png,img_4class_4667_aug_RandomBrightnessContrast_00530.jpg,img_4class_4667.txt,img_4class_4667_aug_RandomBrightnessContrast_00530.txt,15
